iteracao;melhor_custo;
959;50606,78156;
960;50606,78156;
961;50606,78156;
962;50606,78156;
963;50606,78156;
964;50606,78156;
965;50606,78156;
966;50606,78156;
967;50606,78156;
968;50606,78156;
969;50606,78156;
970;50606,78156;
971;50606,78156;
972;50606,78156;
973;50606,78156;
974;50606,78156;
975;50606,78156;
976;50606,78156;
977;50606,78156;
978;50606,78156;
979;50606,78156;
980;50606,78156;
981;50606,78156;
982;50606,78156;
983;50606,78156;
984;50294,66186;
985;50294,66186;
986;50294,66186;
987;50294,66186;
988;50294,66186;
989;50294,66186;
990;50294,66186;
991;50294,66186;
992;50294,66186;
993;50294,66186;
994;50294,66186;
995;50294,66186;
996;50294,66186;
997;50294,66186;
998;50294,66186;
999;50294,66186;
1000;50294,66186;
1001;50294,66186;
1002;50294,66186;
1003;50294,66186;
1004;50294,66186;
1005;50294,66186;
1006;50294,66186;
1007;50294,66186;
1008;50294,66186;
1009;50294,66186;
1010;50294,66186;
1011;50294,66186;
1012;50294,66186;
1013;50294,66186;
1014;50294,66186;
1015;50294,66186;
1016;50294,66186;
1017;50294,66186;
1018;50294,66186;
1019;50294,66186;
1020;50294,66186;
1021;50294,66186;
1022;50294,66186;
1023;50294,66186;
1024;50294,66186;
1025;50294,66186;
1026;50294,66186;
1027;50294,66186;
1028;50294,66186;
1029;50294,66186;
1030;50294,66186;
1031;50294,66186;
1032;50294,66186;
1033;50294,66186;
1034;50294,66186;
1035;50294,66186;
1036;50294,66186;
1037;50294,66186;
1038;50294,66186;
1039;50294,66186;
1040;50294,66186;
1041;50294,66186;
1042;50294,66186;
1043;50294,66186;
1044;50294,66186;
1045;50294,66186;
1046;50294,66186;
1047;50294,66186;
1048;50294,66186;
1049;50294,66186;
1050;50294,66186;
1051;50294,66186;
1052;50294,66186;
1053;50294,66186;
1054;50294,66186;
1055;50294,66186;
1056;50294,66186;
1057;50294,66186;
1058;50294,66186;
1059;50294,66186;
1060;50294,66186;
1061;50294,66186;
1062;50294,66186;
1063;50294,66186;
1064;50294,66186;
1065;50294,66186;
1066;50294,66186;
1067;50294,66186;
1068;50294,66186;
1069;50294,66186;
1070;50294,66186;
1071;50294,66186;
1072;50294,66186;
1073;50294,66186;
1074;50294,66186;
1075;50294,66186;
1076;48812,30377;
1077;48812,30377;
1078;48812,30377;
1079;48812,30377;
1080;48812,30377;
1081;48812,30377;
1082;48812,30377;
1083;48812,30377;
1084;48812,30377;
1085;48812,30377;
1086;48812,30377;
1087;48812,30377;
1088;48812,30377;
1089;48812,30377;
1090;48812,30377;
1091;48812,30377;
1092;48812,30377;
1093;48812,30377;
1094;48812,30377;
1095;48812,30377;
1096;48812,30377;
1097;48812,30377;
1098;48812,30377;
1099;48812,30377;
1100;48812,30377;
1101;48812,30377;
1102;48812,30377;
1103;48812,30377;
1104;48812,30377;
1105;48812,30377;
1106;48812,30377;
1107;48812,30377;
1108;48812,30377;
1109;48812,30377;
1110;48812,30377;
1111;48812,30377;
1112;48812,30377;
1113;48812,30377;
1114;48812,30377;
1115;48812,30377;
1116;48812,30377;
1117;48812,30377;
1118;48812,30377;
1119;48812,30377;
1120;48812,30377;
1121;48812,30377;
1122;48812,30377;
1123;48812,30377;
1124;48812,30377;
1125;48812,30377;
1126;48812,30377;
1127;48812,30377;
1128;48812,30377;
1129;48812,30377;
1130;48385,07033;
1131;48385,07033;
1132;48385,07033;
1133;48385,07033;
1134;48385,07033;
1135;48385,07033;
1136;48385,07033;
1137;48385,07033;
1138;48385,07033;
1139;48385,07033;
1140;48385,07033;
1141;48385,07033;
1142;48385,07033;
1143;48385,07033;
1144;48385,07033;
1145;48385,07033;
1146;48385,07033;
1147;48385,07033;
1148;48385,07033;
1149;48385,07033;
1150;48385,07033;
1151;48385,07033;
1152;48385,07033;
1153;48385,07033;
1154;48385,07033;
1155;48385,07033;
1156;48385,07033;
1157;48385,07033;
1158;48385,07033;
1159;48385,07033;
1160;48385,07033;
1161;48385,07033;
1162;48385,07033;
1163;48385,07033;
1164;48385,07033;
1165;48385,07033;
1166;48385,07033;
1167;48385,07033;
1168;48385,07033;
1169;48385,07033;
1170;48385,07033;
1171;48385,07033;
1172;48385,07033;
1173;48385,07033;
1174;48385,07033;
1175;48385,07033;
1176;48385,07033;
1177;48385,07033;
1178;48385,07033;
1179;48385,07033;
1180;48385,07033;
1181;48385,07033;
1182;48385,07033;
1183;48385,07033;
1184;48385,07033;
1185;48385,07033;
1186;48385,07033;
1187;48385,07033;
1188;48385,07033;
1189;48385,07033;
1190;48385,07033;
1191;48385,07033;
1192;48385,07033;
1193;48385,07033;
1194;48385,07033;
1195;48385,07033;
1196;48385,07033;
1197;48385,07033;
1198;48385,07033;
1199;48385,07033;
1200;48385,07033;
1201;48385,07033;
1202;48385,07033;
1203;48385,07033;
1204;48385,07033;
1205;48385,07033;
1206;48385,07033;
1207;48385,07033;
1208;48385,07033;
1209;48385,07033;
1210;48385,07033;
1211;48385,07033;
1212;48385,07033;
1213;48385,07033;
1214;48385,07033;
1215;48385,07033;
1216;48385,07033;
1217;48385,07033;
1218;48385,07033;
1219;48385,07033;
1220;48385,07033;
1221;48385,07033;
1222;48385,07033;
1223;48385,07033;
1224;48385,07033;
1225;48385,07033;
1226;48385,07033;
1227;48385,07033;
1228;48385,07033;
1229;48385,07033;
1230;48385,07033;
1231;48385,07033;
1232;48385,07033;
1233;48385,07033;
1234;48385,07033;
1235;48385,07033;
1236;48385,07033;
1237;48385,07033;
1238;48385,07033;
1239;48385,07033;
1240;48385,07033;
1241;48385,07033;
1242;48385,07033;
1243;48385,07033;
1244;48385,07033;
1245;48385,07033;
1246;48385,07033;
1247;48385,07033;
1248;48385,07033;
1249;48385,07033;
1250;48385,07033;
1251;48385,07033;
1252;48385,07033;
1253;48385,07033;
1254;48385,07033;
1255;48385,07033;
1256;48385,07033;
1257;48385,07033;
1258;48385,07033;
1259;48385,07033;
1260;48385,07033;
1261;48385,07033;
1262;48385,07033;
1263;48385,07033;
1264;48385,07033;
1265;48385,07033;
1266;48385,07033;
1267;48385,07033;
1268;48385,07033;
1269;48385,07033;
1270;48385,07033;
1271;48385,07033;
1272;48385,07033;
1273;48385,07033;
1274;48385,07033;
1275;48385,07033;
1276;48385,07033;
1277;48385,07033;
1278;48385,07033;
1279;48385,07033;
1280;48385,07033;
1281;48385,07033;
1282;48385,07033;
1283;48160,24330;
1284;48160,24330;
1285;48160,24330;
1286;48160,24330;
1287;48160,24330;
1288;48160,24330;
1289;48160,24330;
1290;48160,24330;
1291;48160,24330;
1292;48160,24330;
1293;48160,24330;
1294;48160,24330;
1295;48160,24330;
1296;48160,24330;
1297;48160,24330;
1298;48160,24330;
1299;48160,24330;
1300;48160,24330;
1301;48160,24330;
1302;48160,24330;
1303;48160,24330;
1304;48160,24330;
1305;48160,24330;
1306;48160,24330;
1307;48160,24330;
1308;48160,24330;
1309;48160,24330;
1310;48160,24330;
1311;48160,24330;
1312;48160,24330;
1313;48160,24330;
1314;48160,24330;
1315;48160,24330;
1316;48160,24330;
1317;48160,24330;
1318;48160,24330;
1319;48160,24330;
1320;48160,24330;
1321;48160,24330;
1322;48160,24330;
1323;48160,24330;
1324;48160,24330;
1325;48160,24330;
1326;48160,24330;
1327;48160,24330;
1328;48160,24330;
1329;48160,24330;
1330;48160,24330;
1331;48160,24330;
1332;48160,24330;
1333;48160,24330;
1334;48160,24330;
1335;48160,24330;
1336;48160,24330;
1337;48160,24330;
1338;48160,24330;
1339;48160,24330;
1340;48160,24330;
1341;48160,24330;
1342;48160,24330;
1343;48160,24330;
1344;48160,24330;
1345;48160,24330;
1346;48160,24330;
1347;48160,24330;
1348;48160,24330;
1349;48160,24330;
1350;48160,24330;
1351;48160,24330;
1352;48160,24330;
1353;48160,24330;
1354;48160,24330;
1355;48160,24330;
1356;48160,24330;
1357;48160,24330;
1358;48160,24330;
1359;48160,24330;
1360;48160,24330;
1361;48160,24330;
1362;48160,24330;
1363;48160,24330;
1364;48160,24330;
1365;48160,24330;
1366;48160,24330;
1367;48160,24330;
1368;48160,24330;
1369;48160,24330;
1370;48160,24330;
1371;48160,24330;
1372;48160,24330;
1373;48160,24330;
1374;48082,92179;
1375;48082,92179;
1376;48082,92179;
1377;48082,92179;
1378;48082,92179;
1379;48082,92179;
1380;48082,92179;
1381;48082,92179;
1382;48082,92179;
1383;48082,92179;
1384;48082,92179;
1385;48082,92179;
1386;48082,92179;
1387;48082,92179;
1388;48082,92179;
1389;48082,92179;
1390;48082,92179;
1391;48082,92179;
1392;48082,92179;
1393;48082,92179;
1394;48082,92179;
1395;48082,92179;
1396;48082,92179;
1397;48082,92179;
1398;48082,92179;
1399;48082,92179;
1400;48082,92179;
1401;48082,92179;
1402;48082,92179;
1403;48082,92179;
1404;48082,92179;
1405;48082,92179;
1406;48082,92179;
1407;48082,92179;
1408;48082,92179;
1409;48082,92179;
1410;48082,92179;
1411;48082,92179;
1412;48082,92179;
1413;48082,92179;
1414;48082,92179;
1415;48082,92179;
1416;48082,92179;
1417;48082,92179;
1418;48082,92179;
1419;48082,92179;
1420;48082,92179;
1421;48082,92179;
1422;48082,92179;
1423;48082,92179;
1424;48082,92179;
1425;48082,92179;
1426;48082,92179;
1427;48082,92179;
1428;48082,92179;
1429;48082,92179;
1430;48082,92179;
1431;48082,92179;
1432;48082,92179;
1433;48082,92179;
1434;48082,92179;
1435;48082,92179;
1436;48082,92179;
1437;48082,92179;
1438;48082,92179;
1439;48082,92179;
1440;47757,72090;
1441;47757,72090;
1442;47757,72090;
1443;47757,72090;
1444;47757,72090;
1445;47757,72090;
1446;47757,72090;
1447;47757,72090;
1448;47757,72090;
1449;47757,72090;
1450;47757,72090;
1451;47757,72090;
1452;47757,72090;
1453;47757,72090;
1454;47757,72090;
1455;47757,72090;
1456;47757,72090;
1457;47757,72090;
1458;47757,72090;
1459;47757,72090;
1460;47757,72090;
1461;47757,72090;
1462;47757,72090;
1463;47757,72090;
1464;47757,72090;
1465;47757,72090;
1466;47757,72090;
1467;47757,72090;
1468;47757,72090;
1469;47757,72090;
1470;47757,72090;
1471;47757,72090;
1472;47757,72090;
1473;47757,72090;
1474;47757,72090;
1475;47757,72090;
1476;47757,72090;
1477;47757,72090;
1478;47757,72090;
1479;47757,72090;
1480;47757,72090;
1481;47757,72090;
1482;47757,72090;
1483;47757,72090;
1484;47757,72090;
1485;47757,72090;
1486;47757,72090;
1487;47757,72090;
1488;47757,72090;
1489;47757,72090;
1490;47757,72090;
1491;47757,72090;
1492;47757,72090;
1493;47757,72090;
